id,listing_url,name,summary,description,host_id,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,street,neighbourhood,city,state,zipcode,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy
1250424,https://www.airbnb.com/rooms/1250424,,,,1175330,2011,,0.5,,,,,,De Aker - Nieuw Sloten,Amsterdam,North Holland,1060 LZ,,52.34452395,4.7901076,,Apartment,Entire home/apt,4,1,3,3,Real Bed,,109,,,,50,2,0,7,,,0,1/3/2011,24/07/2015,,,,,,,,,
286960,https://www.airbnb.com/rooms/286960,,,,1175330,2011,,0.5,,,,,,De Aker - Nieuw Sloten,Amsterdam,North Holland,1060,,52.34438338,4.788865102,,Apartment,Private room,4,1,1,3,Real Bed,,89,,,250,150,2,28,1,,,2,5/4/2011,16/08/2015,100,9,9,10,10,8,8,,
2667541,https://www.airbnb.com/rooms/2667541,,,,1176129,2011,,0.9,,,,,,Oud-Noord,Amsterdam,North Holland,1025 LA,,52.38943448,4.936803634,,House,Entire home/apt,3,1.5,2,2,Real Bed,,135,,,,30,2,20,5,,,3,28/03/2011,14/09/2015,100,10,10,9,9,10,9,,
927119,https://www.airbnb.com/rooms/927119,,,,1176934,2011,,N/A,,,,,,Zuid,Amsterdam,North Holland,1075,,52.35030433,4.856284716,,Apartment,Entire home/apt,4,1,2,2,Real Bed,,125,,,,75,1,0,2,,,5,11/1/2011,19/07/2015,96,10,10,10,10,9,10,,
226121,https://www.airbnb.com/rooms/226121,,,,1178877,2011,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,,52.36052701,4.866615591,,Apartment,Entire home/apt,4,1,1,3,Real Bed,,135,,,,80,4,20,3,,,23,6/5/2011,21/08/2015,97,10,10,10,10,10,10,,
5663785,https://www.airbnb.com/rooms/5663785,,,,1179621,2011,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1057,,52.36919834,4.858761938,,House,Entire home/apt,8,2,4,4,Real Bed,,399,,,,220,1,0,2,,,0,14/04/2011,7/8/2015,,,,,,,,,
4859337,https://www.airbnb.com/rooms/4859337,,,,1189015,2011,,0.73,,,,,,Bos en Lommer,Amsterdam,Noord-Holland,1055RA,,52.38040608,4.860787433,,Apartment,Entire home/apt,4,1,1,1,Real Bed,,100,,,,60,2,35,1,,,3,27/04/2011,22/09/2015,93,9,8,10,9,9,9,,
2121863,https://www.airbnb.com/rooms/2121863,,,,1193515,2011,,0.94,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,,52.37135891,4.854608527,,Apartment,Entire home/apt,3,1,2,2,Real Bed,,87,,,,,2,11,1,,,5,19/07/2011,18/09/2015,80,9,7,9,10,8,8,,
229727,https://www.airbnb.com/rooms/229727,,,,1199796,2011,,0.91,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,,52.36973931,4.855814149,,Apartment,Entire home/apt,1,1,1,2,Real Bed,,99,,,800,60,2,10,2,,,2,24/03/2011,28/07/2015,100,10,10,10,10,7,9,,
3290183,https://www.airbnb.com/rooms/3290183,,,,1200117,2011,,1,,,,,,Centrum-West,Amsterdam,North Holland,1012 NV,,52.37210477,4.895273797,,Apartment,Entire home/apt,2,1,2,2,Real Bed,,119,,,,,2,0,1,,,89,28/11/2011,17/07/2015,94,10,10,10,10,10,9,,
1875331,https://www.airbnb.com/rooms/1875331,,,,1201101,2011,,1,,,,,,Zuid,Amsterdam,North Holland,1059 XL,,52.35168667,4.847265177,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,90,,,800,60,1,0,3,,,3,8/1/2011,23/09/2015,100,10,9,10,10,10,9,,
3957927,https://www.airbnb.com/rooms/3957927,,,,1202899,2011,,1,,,,,,IJburg - Zeeburgereiland,Amsterdam,North Holland,1087 BB,,52.35850231,4.988057521,,Apartment,Entire home/apt,2,1,0,1,Real Bed,,109,,,,75,1,0,1,,,0,24/06/2011,24/09/2015,,,,,,,,,
231532,https://www.airbnb.com/rooms/231532,,,,1210580,2011,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,,52.36759065,4.8720128,,Apartment,Private room,3,1,1,2,Real Bed,,65,,,,100,2,20,2,,,58,24/05/2011,2/8/2015,77,9,7,8,8,9,8,,
445289,https://www.airbnb.com/rooms/445289,,,,1210580,2011,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,,52.3658804,4.873228289,,Apartment,Private room,2,1,1,1,Real Bed,,80,,,,,2,25,2,,,45,25/07/2011,22/07/2015,85,9,7,9,9,9,9,,
445308,https://www.airbnb.com/rooms/445308,,,,1210580,2011,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,,52.36782545,4.873062994,,Apartment,Private room,2,1,1,2,Real Bed,,55,,,500,,1,10,2,,,88,20/06/2011,3/7/2015,79,8,7,8,9,9,8,,
231786,https://www.airbnb.com/rooms/231786,,,,1211966,2011,,N/A,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,,52.35124559,4.889704754,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,100,,,,,2,0,4,,,5,2/9/2011,22/08/2015,100,9,9,10,10,9,9,,
1275230,https://www.airbnb.com/rooms/1275230,,,,1217378,2011,,1,,,,,,Zuid,Amsterdam,North Holland,1075 GB,,52.35034395,4.857780085,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,60,,,,10,1,0,3,,,2,4/1/2011,26/08/2015,100,10,10,10,10,10,10,,
250514,https://www.airbnb.com/rooms/250514,,,,1218273,2011,,0.84,,,,,,Westerpark,Amsterdam,North Holland,1013,,52.39119376,4.890357011,,Apartment,Entire home/apt,4,0,2,4,Real Bed,,150,,,"1,000.00",30,2,70,3,,,1,27/06/2011,23/08/2015,100,10,10,10,10,8,8,,
603245,https://www.airbnb.com/rooms/603245,,,,1218273,2011,,0.84,,,,,,Westerpark,Amsterdam,North Holland,1013,,52.39162677,4.891396772,,Apartment,Entire home/apt,4,1,2,4,Real Bed,,150,,,,,2,75,3,,,3,18/09/2011,26/07/2015,100,9,8,10,10,9,7,,
2652378,https://www.airbnb.com/rooms/2652378,,,,1221263,2011,,1,,,,,,Zuid,Amsterdam,North Holland,1077,,52.35048377,4.877947817,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,109,,,,,1,0,3,,,3,19/11/2011,12/7/2015,100,10,10,9,10,9,9,,
4539029,https://www.airbnb.com/rooms/4539029,,,,1221398,2011,,0.9,,,,,,Buitenveldert - Zuidas,Amsterdam,North Holland,1082 GZ,,52.32784095,4.879285544,,Apartment,Private room,2,1.5,1,1,Real Bed,,38,,,,,1,10,1,,,9,4/8/2011,24/08/2015,89,9,9,9,8,8,9,,
233497,https://www.airbnb.com/rooms/233497,,,,1222312,2011,,0.9,,,,,,Centrum-West,Amsterdam,North Holland,1015,,52.37641712,4.885195137,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,135,,,,,2,50,4,,,10,17/12/2011,25/08/2015,94,10,9,10,10,10,9,,
1323754,https://www.airbnb.com/rooms/1323754,,,,1223927,2011,,1,,,,,,Oud-Oost,Amsterdam,North Holland,1091,,52.35126876,4.912450002,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,85,,,,,0,0,2,,,6,7/6/2011,16/09/2015,99,10,10,10,10,9,10,,
2565381,https://www.airbnb.com/rooms/2565381,,,,1228646,2011,,0.6,,,,,,Watergraafsmeer,Amsterdam,North Holland,1098,,52.34697556,4.937357749,,Apartment,Entire home/apt,2,1,2,2,Real Bed,,85,,,,20,2,0,3,,,2,16/05/2011,17/09/2015,80,9,10,10,10,8,8,,
4806394,https://www.airbnb.com/rooms/4806394,,,,1230422,2011,,1,,,,,,Centrum-West,Amsterdam,Noord-Holland,1016 HA,,52.37411465,4.883419206,,House,Entire home/apt,4,1,2,2,Real Bed,,220,,,,,4,0,1,,,9,19/12/2011,19/08/2015,93,10,10,10,10,10,9,,
3002246,https://www.airbnb.com/rooms/3002246,,,,1230422,2011,,1,,,,,,Centrum-West,Amsterdam,Noord-Holland,1016HA,,52.37605162,4.884178805,,House,Private room,2,1,1,1,Real Bed,,120,,,350,200,1,0,1,,,0,28/09/2011,11/7/2015,,,,,,,,,
869768,https://www.airbnb.com/rooms/869768,,,,1232538,2011,,1,,,,,,Westerpark,Amsterdam,North Holland,1013,,52.38966854,4.880898899,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,89,,,299,29,1,15,6,,,8,8/6/2011,19/07/2015,88,10,9,9,10,9,9,,
239647,https://www.airbnb.com/rooms/239647,,,,1232843,2011,,0.96,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,,52.36451666,4.875872997,,Apartment,Entire home/apt,2,0.5,1,1,Real Bed,,79,,,,,2,15,2,,,246,15/12/2011,14/09/2015,95,10,9,10,10,10,10,,
758836,https://www.airbnb.com/rooms/758836,,,,1232843,2011,,0.96,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,,52.3662038,4.877051551,,Apartment,Private room,2,1,1,1,Pull-out Sofa,,79,,,500,125,2,0,2,,,160,2/8/2011,6/7/2015,93,9,9,10,10,10,9,,
235795,https://www.airbnb.com/rooms/235795,,,,1233441,2011,,0.91,,,,,,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094,,52.36540461,4.937462749,,Apartment,Entire home/apt,3,1,2,2,Real Bed,,100,,,"1,000.00",120,2,30,2,,,10,6/10/2011,1/7/2015,96,10,10,10,10,9,9,,
264100,https://www.airbnb.com/rooms/264100,,,,1233441,2011,,0.91,,,,,,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094,,52.36734219,4.936148078,,Apartment,Private room,1,1,1,1,Real Bed,,40,,,500,,1,0,2,,,66,17/04/2011,12/7/2015,97,10,10,10,10,9,10,,
236180,https://www.airbnb.com/rooms/236180,,,,1238074,2011,,1,,,,,,Centrum-West,Amsterdam,North Holland,1016,,52.36573647,4.880209022,,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,,175,,,,,2,0,2,,,1,22/08/2011,22/08/2015,,,,,,,,,
5157514,https://www.airbnb.com/rooms/5157514,,,,1240786,2011,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053 KV,,52.37185904,4.87069498,,Apartment,Private room,2,1,1,1,Real Bed,,70,,,"1,000.00",,1,0,3,,,3,3/11/2011,23/08/2015,100,10,9,10,10,9,10,,
2304806,https://www.airbnb.com/rooms/2304806,,,,1242960,2011,,0.94,,,,,,Centrum-West,Amsterdam,North Holland,1017 AA,,52.36765653,4.895218187,,Apartment,Entire home/apt,4,1,2,4,Real Bed,,300,,,"2,000.00",250,5,50,2,,,1,19/07/2011,12/9/2015,,,,,,,,,
2304726,https://www.airbnb.com/rooms/2304726,,,,1242960,2011,,0.94,,,,,,Centrum-Oost,Amsterdam,North Holland,1017 AA,,52.3659616,4.893628254,,Apartment,Entire home/apt,4,1,2,2,Real Bed,,220,,,,100,4,0,2,,,8,3/8/2011,16/08/2015,86,8,9,8,7,10,8,,
3276341,https://www.airbnb.com/rooms/3276341,,,,1242960,2011,,0.94,,,,,,Centrum-West,Amsterdam,North Holland,1017 AA,,52.36754685,4.893655987,,Apartment,Entire home/apt,4,1,2,2,Real Bed,,220,,,"1,000.00",200,4,40,1,,,5,20/07/2011,11/7/2015,87,9,8,9,9,9,8,,
250161,https://www.airbnb.com/rooms/250161,,,,1242960,2011,,0.93,,,,,,Centrum-West,Amsterdam,North Holland,1017,,52.36807935,4.893410055,,Apartment,Private room,4,1,1,2,Real Bed,,200,,,250,99,4,0,2,,,1,20/06/2011,10/7/2015,80,6,10,10,8,10,8,,
2304760,https://www.airbnb.com/rooms/2304760,,,,1242960,2011,,0.94,,,,,,Centrum-West,Amsterdam,North Holland,1017 AA,,52.36621752,4.893980936,,Bed & Breakfast,Private room,4,1,1,2,Real Bed,,220,,,100,,4,0,2,,,2,21/10/2011,24/07/2015,70,8,4,4,6,10,6,,
237041,https://www.airbnb.com/rooms/237041,,,,1242960,2011,,0.94,,,,,,Centrum-West,Amsterdam,North Holland,1017,,52.36580044,4.895278351,,Apartment,Private room,4,1,1,2,Real Bed,,220,,,,10,2,0,3,,,6,16/06/2011,8/8/2015,95,10,10,10,10,10,10,,
238312,https://www.airbnb.com/rooms/238312,,,,1249776,2011,,N/A,,,,,,Centrum-Oost,Amsterdam,North Holland,1018,,52.36296415,4.913101266,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,122,,,100,75,2,50,4,,,4,2/6/2011,23/09/2015,90,10,9,10,10,9,9,,
1272792,https://www.airbnb.com/rooms/1272792,,,,1252546,2011,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,,52.36854139,4.867769416,,Apartment,Entire home/apt,3,1,2,3,Real Bed,,95,,,,50,2,25,2,,,21,18/07/2011,18/07/2015,97,10,10,10,10,9,10,,
249359,https://www.airbnb.com/rooms/249359,,,,1254543,2011,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 KA,,52.36011231,4.866333504,,Apartment,Entire home/apt,2,1,1,2,Real Bed,,140,,,750,180,1,0,7,,,8,13/12/2011,13/09/2015,97,9,9,10,10,10,9,,
2896045,https://www.airbnb.com/rooms/2896045,,,,1256454,2011,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 VA,,52.35106398,4.904461979,,House,Entire home/apt,3,1,2,2,Real Bed,,120,,,,35,1,0,4,,,2,1/5/2011,11/8/2015,97,10,9,10,10,10,9,,
241394,https://www.airbnb.com/rooms/241394,,,,1263745,2011,,1,,,,,,Zuid,Amsterdam,North Holland,1071,,52.35697856,4.877189921,,Apartment,Entire home/apt,2,1.5,1,2,Real Bed,,190,,,,,2,0,4,,,0,22/08/2011,19/08/2015,,,,,,,,,
241422,https://www.airbnb.com/rooms/241422,,,,1263745,2011,,1,,,,,,Zuid,Amsterdam,North Holland,1071,,52.35504581,4.878877447,,Apartment,Entire home/apt,2,1.5,1,2,Real Bed,,190,,,200,100,2,0,4,,,0,27/03/2011,6/9/2015,,,,,,,,,
241483,https://www.airbnb.com/rooms/241483,,,,1263745,2011,,1,,,,,,Zuid,Amsterdam,North Holland,1071,,52.35465234,4.878183282,,Apartment,Entire home/apt,2,1.5,1,2,Real Bed,,190,,,,75,2,0,4,,,1,18/04/2011,21/07/2015,100,10,10,10,10,10,10,,
240885,https://www.airbnb.com/rooms/240885,,,,1263745,2011,,1,,,,,,Zuid,Amsterdam,North Holland,1071,,52.35639193,4.877495773,,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,,210,,,300,70,2,0,4,,,1,14/03/2011,10/8/2015,,,,,,,,,
240932,https://www.airbnb.com/rooms/240932,,,,1263981,2011,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,,52.3682583,4.875297898,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,90,,,250,50,2,40,3,,,48,27/04/2011,9/9/2015,95,10,9,10,10,10,9,,
4734321,https://www.airbnb.com/rooms/4734321,,,,1266717,2011,,0.96,,,,,,Oud-Noord,Amsterdam,Noord-Holland,1033 RC,,52.40068031,4.891045234,,Boat,Entire home/apt,16,3,7,16,Real Bed,,35,,,500,125,1,35,1,,,0,12/7/2011,22/09/2015,,,,,,,,,
2448511,https://www.airbnb.com/rooms/2448511,,,,1266717,2011,,0.96,,,,,,Centrum-West,Amsterdam,North Holland,1052,,52.37253369,4.874725581,,House,Entire home/apt,5,1.5,2,6,Real Bed,,129,,,,,2,35,2,,,26,15/10/2011,6/9/2015,86,9,8,9,9,9,8,,
5846563,https://www.airbnb.com/rooms/5846563,,,,1266717,2011,,0.96,,,,,,Centrum-Oost,Amsterdam,Noord-Holland,1011 GS,,52.37032733,4.90154847,,Apartment,Entire home/apt,4,2,3,3,Real Bed,,325,,,,130,3,55,1,,,0,3/11/2011,5/9/2015,,,,,,,,,
4070530,https://www.airbnb.com/rooms/4070530,,,,1266717,2011,,0.96,,,,,,Westerpark,Amsterdam,North Holland,,,52.39257089,4.877158039,,Apartment,Entire home/apt,4,1,2,4,Real Bed,,89,,,,10,2,30,2,,,4,9/3/2011,16/09/2015,90,9,10,10,10,8,8,,
4571972,https://www.airbnb.com/rooms/4571972,,,,1266717,2011,,0.96,,,,,,Centrum-Oost,Amsterdam,North Holland,1019 HD,,52.37516293,4.923691963,,Apartment,Entire home/apt,4,1,2,3,Real Bed,,99,,,,,2,30,2,,,14,3/2/2011,18/07/2015,97,10,10,9,10,9,10,,
4267433,https://www.airbnb.com/rooms/4267433,,,,1266717,2011,,0.96,,,,,,Zuid,Amsterdam,North Holland,1075 ER,,52.35310499,4.868333267,,Apartment,Entire home/apt,4,1.5,2,4,Real Bed,,209,,,,,2,40,2,,,3,5/3/2011,15/08/2015,93,9,8,9,9,9,7,,
4889293,https://www.airbnb.com/rooms/4889293,,,,1266717,2011,,0.96,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053 WH,,52.37038523,4.872958968,,Boat,Entire home/apt,4,1,2,2,Real Bed,,159,,,,,2,35,3,,,7,17/06/2011,7/8/2015,100,10,9,10,10,10,9,,
1302145,https://www.airbnb.com/rooms/1302145,,,,1266717,2011,,0.96,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1058 XV,,52.3637485,4.855280622,,Apartment,Entire home/apt,4,1,2,4,Real Bed,,79,,,500,150,2,30,3,,,35,19/03/2011,15/07/2015,91,9,10,10,10,9,9,,
4656021,https://www.airbnb.com/rooms/4656021,,,,1266717,2011,,0.96,,,,,,Centrum-Oost,Amsterdam,Noord-Holland,1093 RT,,52.36636937,4.925365805,,Apartment,Entire home/apt,4,1,2,3,Real Bed,,67,,,400,50,2,20,2,,,8,12/12/2011,15/09/2015,83,9,10,9,9,8,8,,
5177734,https://www.airbnb.com/rooms/5177734,,,,1266717,2011,,0.96,,,,,,Centrum-West,Amsterdam,Noord-Holland,1015 JM,,52.38146893,4.8817469,,Apartment,Entire home/apt,4,1,2,2,Real Bed,,260,,,"1,000.00",,2,40,3,,,1,5/9/2011,2/9/2015,100,10,10,10,10,10,10,,
5531752,https://www.airbnb.com/rooms/5531752,,,,1266717,2011,,0.96,,,,,,Oud-Oost,Amsterdam,Noord-Holland,1091 TN,,52.35077426,4.911852848,,Apartment,Entire home/apt,4,1,2,2,Real Bed,,119,,,200,85,2,30,2,,,0,11/3/2011,27/08/2015,,,,,,,,,
4991258,https://www.airbnb.com/rooms/4991258,,,,1266717,2011,,0.96,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053 MS,,52.36428708,4.869545925,,Apartment,Entire home/apt,4,1,2,3,Real Bed,,149,,,750,50,2,29,2,,,0,1/8/2011,23/08/2015,,,,,,,,,
5391068,https://www.airbnb.com/rooms/5391068,,,,1266717,2011,,0.96,,,,,,Bos en Lommer,Amsterdam,Noord-Holland,1055 TP,,52.38081713,4.855896876,,Apartment,Entire home/apt,4,1,2,3,Real Bed,,99,,,300,80,2,15,7,,,0,19/06/2011,2/9/2015,,,,,,,,,
4806282,https://www.airbnb.com/rooms/4806282,,,,1266717,2011,,0.96,,,,,,Centrum-West,Amsterdam,Noord-Holland,1016 CA,,52.37259686,4.885442148,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,89,,,350,50,2,29,2,,,3,5/12/2011,23/08/2015,87,9,9,10,9,10,9,,
5710479,https://www.airbnb.com/rooms/5710479,,,,1266717,2011,,0.96,,,,,,Oud-Oost,Amsterdam,Noord-Holland,1091 RW,,52.35699898,4.907142971,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,129,,,"1,000.00",60,2,35,3,,,0,16/01/2011,15/07/2015,,,,,,,,,
2100546,https://www.airbnb.com/rooms/2100546,,,,1266717,2011,,0.96,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 PG,,52.3633232,4.863336478,,Apartment,Entire home/apt,3,1,1,2,Real Bed,,79,,,299,29,2,25,2,,,7,16/07/2011,10/9/2015,89,9,9,9,10,9,9,,
1328596,https://www.airbnb.com/rooms/1328596,,,,1266717,2011,,0.96,,,,,,Centrum-Oost,Amsterdam,North Holland,1017,,52.36048642,4.894744151,,Apartment,Entire home/apt,3,1,1,2,Real Bed,,99,,,,,2,40,2,,,27,26/07/2011,1/7/2015,87,9,8,9,9,10,9,,
4852733,https://www.airbnb.com/rooms/4852733,,,,1266717,2011,,0.96,,,,,,Centrum-Oost,Amsterdam,Noord-Holland,1017 KL,,52.36183317,4.89230103,,Apartment,Entire home/apt,3,1,1,2,Real Bed,,119,,,,,2,45,2,,,6,22/12/2011,12/7/2015,97,10,10,9,10,10,10,,
4788140,https://www.airbnb.com/rooms/4788140,,,,1266717,2011,,0.96,,,,,,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1072 SX,,52.35076678,4.887808952,,Apartment,Entire home/apt,3,1,1,2,Real Bed,,109,,,,,2,35,4,,,1,16/12/2011,25/07/2015,,,,,,,,,
4808223,https://www.airbnb.com/rooms/4808223,,,,1266717,2011,,0.96,,,,,,Centrum-Oost,Amsterdam,Noord-Holland,1018 VG,,52.36562196,4.906919226,,Boat,Entire home/apt,3,1,1,2,Real Bed,,104,,,,99,2,45,3,,,2,16/12/2011,10/9/2015,100,10,10,10,10,10,10,,
5868838,https://www.airbnb.com/rooms/5868838,,,,1266717,2011,,0.96,,,,,,Bos en Lommer,Amsterdam,Noord-Holland,1055 PK,,52.38599739,4.859010503,,Apartment,Entire home/apt,3,1,1,2,Real Bed,,94,,,,,2,35,1,,,0,27/10/2011,11/7/2015,,,,,,,,,
1410563,https://www.airbnb.com/rooms/1410563,,,,1266717,2011,,0.96,,,,,,Centrum-Oost,Amsterdam,Noord-Holland,1017 EE,,52.36496688,4.901135679,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,110,,,125,75,2,0,4,,,15,9/4/2011,24/07/2015,94,10,9,9,10,10,10,,
5165641,https://www.airbnb.com/rooms/5165641,,,,1266717,2011,,0.96,,,,,,Centrum-Oost,Amsterdam,Noord-Holland,1018 PE,,52.37133823,4.929921089,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,99,,,,,1,0,2,,,1,24/01/2011,27/09/2015,80,6,8,10,8,6,8,,
3938260,https://www.airbnb.com/rooms/3938260,,,,1266717,2011,,0.96,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 EB,,52.35260623,4.896243491,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,109,,,,,2,0,3,,,13,11/11/2011,9/7/2015,83,9,9,9,10,10,9,,
1246002,https://www.airbnb.com/rooms/1246002,,,,1266717,2011,,0.96,,,,,,Centrum-West,Amsterdam,North Holland,1054,,52.36592753,4.878782956,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,119,,,,15,2,0,3,,,31,18/02/2011,25/09/2015,97,10,10,10,10,10,9,,
4508854,https://www.airbnb.com/rooms/4508854,,,,1266717,2011,,0.96,,,,,,Centrum-Oost,Amsterdam,North Holland,1018 XN,,52.36156402,4.906183858,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,139,,,,75,2,0,2,,,1,23/06/2011,15/09/2015,100,10,10,10,10,10,10,,
4508656,https://www.airbnb.com/rooms/4508656,,,,1266717,2011,,0.96,,,,,,Zuid,Amsterdam,North Holland,1077 DC,,52.34570287,4.867243435,,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,,99,,,300,100,1,0,2,,,1,15/05/2011,19/09/2015,100,10,10,10,10,10,10,,
3871124,https://www.airbnb.com/rooms/3871124,,,,1266717,2011,,0.96,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079,,52.3417564,4.901658966,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,129,,,,60,2,0,3,,,3,10/2/2011,25/08/2015,100,10,9,10,10,9,9,,
5828933,https://www.airbnb.com/rooms/5828933,,,,1266717,2011,,0.96,,,,,,Centrum-West,Amsterdam,Noord-Holland,1016 GJ,,52.36833575,4.884524086,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,144,,,500,,1,0,3,,,0,16/03/2011,27/07/2015,,,,,,,,,
4858920,https://www.airbnb.com/rooms/4858920,,,,1266717,2011,,0.96,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1056 KH,,52.3725646,4.864797736,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,99,,,,105,1,0,2,,,2,25/08/2011,23/08/2015,90,10,10,10,10,8,8,,
4792706,https://www.airbnb.com/rooms/4792706,,,,1266717,2011,,0.96,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,,,52.36414902,4.863935925,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,70,,,,,1,0,3,,,3,19/05/2011,18/08/2015,100,9,10,9,9,9,9,,
5723681,https://www.airbnb.com/rooms/5723681,,,,1266717,2011,,0.96,,,,,,Centrum-West,Amsterdam,Noord-Holland,1013 JN,,52.38225488,4.88450638,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,94,,,,,1,0,3,,,0,9/7/2011,6/9/2015,,,,,,,,,
4835603,https://www.airbnb.com/rooms/4835603,,,,1266717,2011,,0.96,,,,,,Westerpark,Amsterdam,Noord-Holland,1015 WE,,52.37738898,4.87746497,,Apartment,Entire home/apt,2,1,0,1,Real Bed,,99,,,,15,1,0,2,,,3,13/02/2011,1/7/2015,87,9,9,9,10,10,10,,
4028384,https://www.airbnb.com/rooms/4028384,,,,1266717,2011,,0.96,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 HB,,52.36651888,4.876183136,,Apartment,Entire home/apt,2,1,0,2,Real Bed,,79,,,250,70,1,0,2,,,13,7/1/2011,25/07/2015,100,10,9,10,10,10,9,,
3229172,https://www.airbnb.com/rooms/3229172,,,,1268116,2011,,1,,,,,,Bos en Lommer,Amsterdam,North Holland,1055,,52.37910705,4.852273859,,Apartment,Entire home/apt,3,1,2,2,Real Bed,,79,,,,,2,0,2,,,39,18/08/2011,6/7/2015,96,10,10,10,10,9,10,,
2942229,https://www.airbnb.com/rooms/2942229,,,,1271678,2011,,1,,,,,,Bijlmer-Oost,Amsterdam-Zuidoost,North Holland,1103 LH,,52.32454814,4.975968403,,Apartment,Private room,2,1,1,2,Real Bed,,44,,,,220,1,0,2,,,54,3/7/2011,5/7/2015,94,10,10,10,10,8,9,,
274504,https://www.airbnb.com/rooms/274504,,,,1273246,2011,,0.67,,,,,,Westerpark,Amsterdam,North Holland,1051,,52.38280346,4.874644449,,Apartment,Entire home/apt,2,1,2,1,Real Bed,,139,,,,50,0,0,5,,,11,4/11/2011,16/09/2015,98,10,10,10,10,9,10,,
2482820,https://www.airbnb.com/rooms/2482820,,,,1273501,2011,,1,,,,,,Watergraafsmeer,Amsterdam,NH,1096GG,,52.34060524,4.916050027,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,115,,,,50,1,0,2,,,5,21/08/2011,8/8/2015,92,10,10,10,10,8,9,,
459663,https://www.airbnb.com/rooms/459663,,,,1276440,2011,,1,,,,,,Zuid,Amsterdam,North Holland,1072,,52.35619025,4.88624656,,Apartment,Entire home/apt,4,1,2,2,Real Bed,,150,,,500,180,2,25,3,,,31,3/6/2011,20/07/2015,96,10,9,10,10,10,9,,
