id,listing_url,name,summary,description,host_id,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,street,neighbourhood,city,state,zipcode,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy
304958,https://www.airbnb.com/rooms/304958,,,,1662,2008,,0.8,,,,,,Westerpark,Amsterdam,North Holland,1053,,52.37302064,4.868460923,,Apartment,Entire home/apt,4,2,2,2,Real Bed,,130,,,,15,4,10,4,,,11,9/7/2008,6/9/2015,98,10,10,9,10,10,10,,
2818,https://www.airbnb.com/rooms/2818,,,,3159,2008,,1,,,,,,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,,,52.36575451,4.941419235,,Apartment,Private room,2,1,1,2,Real Bed,,59,,,,150,1,10,3,,,108,1/10/2008,11/7/2015,97,10,10,10,10,9,10,,
103026,https://www.airbnb.com/rooms/103026,,,,3718,2008,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053,,52.36938767,4.866972319,,Apartment,Entire home/apt,4,1,1,1,Real Bed,,95,,,"1,500.00",85,2,25,3,,,15,5/9/2008,23/08/2015,92,9,9,10,10,9,9,,
550017,https://www.airbnb.com/rooms/550017,,,,4716,2008,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1017,,52.36190508,4.888050037,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,100,,,,35,1,10,2,,,20,13/02/2008,28/09/2015,97,10,10,10,10,10,10,,
4728389,https://www.airbnb.com/rooms/4728389,,,,5271,2008,,0.89,,,,,,Centrum-West,Amsterdam,Noord-Holland,1016 AM,,52.37153345,4.887057291,,Apartment,Entire home/apt,6,1,2,2,Real Bed,,250,,,,12,2,25,2,,,1,27/09/2008,10/9/2015,100,8,10,8,10,10,6,,
5500954,https://www.airbnb.com/rooms/5500954,,,,5271,2008,,0.9,,,,,,Centrum-West,Amsterdam,NH,1016 AM,,52.3713592,4.888072287,,Apartment,Private room,4,1,1,1,Real Bed,,140,,,,,2,25,2,,,0,13/07/2008,23/09/2015,,,,,,,,,
5181918,https://www.airbnb.com/rooms/5181918,,,,5271,2008,,0.89,,,,,,Centrum-West,Amsterdam,Noord-Holland,1016 AM,,52.3704458,4.889069478,,Apartment,Private room,2,1,1,1,Futon,,115,,,350,80,1,0,1,,,4,27/05/2008,23/07/2015,95,9,9,9,10,10,9,,
2774924,https://www.airbnb.com/rooms/2774924,,,,5988,2009,,1,,,,,,Zuid,Amsterdam,North Holland,1071 VV,,52.35564811,4.885834819,,House,Private room,2,1,1,1,Real Bed,,80,,,200,,1,0,3,,,33,14/08/2009,27/09/2015,95,9,10,10,10,10,9,,
23651,https://www.airbnb.com/rooms/23651,,,,9616,2009,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078,,52.34591098,4.891982605,,Apartment,Private room,3,1,1,1,Real Bed,,80,,,,10,2,15,6,,,36,3/8/2009,22/09/2015,96,9,10,10,10,9,9,,
738245,https://www.airbnb.com/rooms/738245,,,,14589,2009,,N/A,,,,,,Centrum-West,Amsterdam,North Holland,1015,,52.37935439,4.883276386,,House,Entire home/apt,2,1,1,1,Real Bed,,90,,,500,25,1,0,3,,,8,12/1/2009,4/8/2015,93,10,9,9,9,10,9,,
51969,https://www.airbnb.com/rooms/51969,,,,15618,2009,,1,,,,,,De Pijp - Rivierenbuurt,De Pijp,North Holland,1072,,52.35748276,4.887099593,,Apartment,Entire home/apt,3,1.5,2,2,Real Bed,,100,,,,100,2,30,7,,,3,12/9/2009,16/08/2015,95,10,9,10,10,10,10,,
8061,https://www.airbnb.com/rooms/8061,,,,21669,2009,,0.75,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1056 TM,,52.371207,4.857291017,,Apartment,Entire home/apt,3,1,2,2,Real Bed,,95,,,140,65,1,0,3,,,2,6/8/2009,27/09/2015,100,10,10,10,10,10,10,,
98558,https://www.airbnb.com/rooms/98558,,,,26919,2009,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1011 JX,,52.36959599,4.899069358,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,145,,,,,1,0,3,,,19,21/10/2009,17/09/2015,99,10,10,10,10,10,9,,
9693,https://www.airbnb.com/rooms/9693,,,,32366,2009,,0.9,,,,,,Centrum-West,Amsterdam,North Holland,1013,,52.37801663,4.892703442,,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,,132,,,250,20,2,30,4,,,34,21/10/2009,24/07/2015,99,10,10,10,10,10,9,,
2323819,https://www.airbnb.com/rooms/2323819,,,,36701,2009,,1,,,,,,Bos en Lommer,Amsterdam,North Holland,1055XP,,52.38141023,4.852742701,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,79,,,200,50,1,0,1,,,13,8/10/2009,26/07/2015,100,10,10,10,10,9,10,,
280105,https://www.airbnb.com/rooms/280105,,,,42212,2009,,0.96,,,,,,Centrum-West,Amsterdam,North Holland,1013,,52.38029988,4.885143665,,Apartment,Entire home/apt,4,1,0,2,Real Bed,,180,,,,,1,65,2,,,18,9/3/2009,1/9/2015,99,10,10,10,10,10,9,,
3527892,https://www.airbnb.com/rooms/3527892,,,,42212,2009,,0.96,,,,,,Centrum-West,Amsterdam,North Holland,1013HE,,52.38147315,4.886809875,,Loft,Shared room,1,1,1,1,Real Bed,,75,,,,15,1,0,1,,,2,23/10/2009,7/9/2015,100,10,10,10,10,10,10,,
933385,https://www.airbnb.com/rooms/933385,,,,42725,2009,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,,52.36761407,4.866895471,,Apartment,Private room,2,1,1,2,Real Bed,,82,,,100,30,2,0,2,,,19,22/01/2009,17/07/2015,98,10,10,10,10,10,10,,
1182306,https://www.airbnb.com/rooms/1182306,,,,46431,2009,,1,,,,,,Zuid,Amsterdam,North Holland,1059,,52.34658737,4.84919711,,Apartment,Private room,2,1,1,1,Real Bed,,59,,,,,1,0,1,,,58,3/12/2009,18/08/2015,95,9,10,9,9,9,9,,
3047061,https://www.airbnb.com/rooms/3047061,,,,47517,2009,,N/A,,,,,,Watergraafsmeer,Amsterdam,,1097 AM,,52.3534049,4.92442006,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,99,,,,,1,0,7,,,0,7/2/2009,22/07/2015,,,,,,,,,
4003922,https://www.airbnb.com/rooms/4003922,,,,50517,2009,,0.4,,,,,,Centrum-Oost,Amsterdam,North Holland,1018,,52.36928364,4.909938668,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,190,,,,71,1,0,1,,,0,1/11/2009,15/07/2015,,,,,,,,,
1003865,https://www.airbnb.com/rooms/1003865,,,,56142,2009,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 LB,,52.36675578,4.871953549,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,110,,,300,40,2,10,5,,,0,26/12/2009,12/9/2015,,,,,,,,,
738245,https://www.airbnb.com/rooms/738245,,,,14589,2009,,N/A,,,,,,Centrum-West,Amsterdam,North Holland,1015,,52.37935439,4.883276386,,House,Entire home/apt,2,1,1,1,Real Bed,,90,,,,,1,0,3,,,8,18/11/2009,20/07/2015,93,10,9,9,9,10,9,,
25428,https://www.airbnb.com/rooms/25428,,,,56142,2009,,1,,,,,,Centrum-West,Amsterdam,North Holland,1016,,52.3731684,4.883239196,,Apartment,Entire home/apt,3,1,1,1,Real Bed,,100,,,,100,1,0,14,,,0,27/02/2009,25/09/2015,,,,,,,,,
75583,https://www.airbnb.com/rooms/75583,,,,59059,2009,,1,,,,,,Slotervaart,Amsterdam,North Holland,1058,,52.36522071,4.838338484,,Apartment,Private room,4,1.5,1,2,Real Bed,,35,,,500,150,1,30,2,,,107,28/01/2009,4/9/2015,99,10,10,10,10,9,10,,
15061,https://www.airbnb.com/rooms/15061,,,,59297,2009,,1,,,,,,Westerpark,Amsterdam,North Holland,1052,,52.38268456,4.876129664,,Apartment,Private room,4,,1,2,Real Bed,,43,,,,100,1,43,2,,,58,2/4/2009,8/7/2015,95,9,9,10,10,9,10,,
20168,https://www.airbnb.com/rooms/20168,,,,59484,2009,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1017,,52.36508703,4.893541008,,House,Private room,2,1,1,1,Real Bed,,50,,,200,60,2,0,1,,,25,3/1/2009,1/9/2015,83,9,9,9,8,10,9,,
3903880,https://www.airbnb.com/rooms/3903880,,,,59484,2009,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1017,,52.36343343,4.892453063,,House,Private room,2,4,1,1,Real Bed,,50,,,,,1,0,1,,,14,9/4/2009,18/08/2015,86,9,9,9,9,10,9,,
1030014,https://www.airbnb.com/rooms/1030014,,,,62341,2009,,1,,,,,,Centrum-West,Amsterdam,North Holland,1015 GN,,52.38189925,4.882599016,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,69,,,,50,1,0,3,,,13,19/06/2009,23/09/2015,90,9,8,10,10,10,9,,
43980,https://www.airbnb.com/rooms/43980,,,,65041,2009,,0.99,,,,,,Zuid,Amsterdam,North Holland,1054,,52.35745628,4.861242085,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,80,,,,,4,10,2,,,46,18/02/2009,11/8/2015,77,7,7,9,9,9,8,,
85767,https://www.airbnb.com/rooms/85767,,,,65041,2009,,0.99,,,,,,Centrum-West,Amsterdam,North Holland,1013 NS,,52.3881284,4.888545572,,Apartment,Entire home/apt,4,1.5,1,4,Real Bed,,80,,,,,4,10,2,,,49,4/6/2009,6/9/2015,73,7,7,8,9,9,7,,
5728108,https://www.airbnb.com/rooms/5728108,,,,69651,2010,,1,,,,,,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1019,,52.37300252,4.951019576,,House,Private room,2,1,1,1,Real Bed,,110,,,200,,1,0,2,,,0,26/08/2010,25/07/2015,,,,,,,,,
129744,https://www.airbnb.com/rooms/129744,,,,69651,2010,,1,,,,,,Oostelijk Havengebied - Indische Buurt,WZ,Amsterdam,1019 WZ,,52.37320882,4.952018098,,House,Entire home/apt,2,2,1,1,Real Bed,,350,,,,40,1,0,2,,,0,27/02/2010,28/08/2015,,,,,,,,,
3739250,https://www.airbnb.com/rooms/3739250,,,,70937,2010,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1018 HL,,52.36781183,4.923052202,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,110,,,,150,2,10,3,,,5,14/04/2010,16/09/2015,88,9,10,10,9,8,8,,
3261215,https://www.airbnb.com/rooms/3261215,,,,74250,2010,,0.8,,,,,,Centrum-West,Amsterdam,North Holland,1052,,52.37501222,4.879694208,,Apartment,Private room,2,1,1,1,Real Bed,,74,,,,,1,0,4,,,22,10/8/2010,4/8/2015,97,10,10,10,10,10,10,,
2820641,https://www.airbnb.com/rooms/2820641,,,,77484,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1012 ML,,52.37785675,4.896534945,,Apartment,Entire home/apt,8,1,2,5,Real Bed,,250,,,"1,000.00",100,4,30,3,,,34,6/7/2010,3/7/2015,96,10,10,10,10,10,9,,
3302169,https://www.airbnb.com/rooms/3302169,,,,77484,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1016 LK,,52.37303502,4.876419434,,Apartment,Entire home/apt,6,1.5,4,6,Real Bed,,200,,,200,100,4,30,3,,,2,21/08/2010,24/08/2015,90,6,8,7,9,9,9,,
1756765,https://www.airbnb.com/rooms/1756765,,,,77484,2010,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 MX,,52.36318648,4.867269951,,Boat,Entire home/apt,6,1,2,3,Real Bed,,180,,,"1,000.00",,4,40,3,,,35,27/05/2010,16/09/2015,94,9,9,10,10,9,9,,
743666,https://www.airbnb.com/rooms/743666,,,,77484,2010,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,,52.36986326,4.872518729,,Boat,Entire home/apt,6,1,2,4,Real Bed,,200,,,,25,4,40,3,,,72,14/12/2010,22/08/2015,95,10,9,10,10,10,9,,
468132,https://www.airbnb.com/rooms/468132,,,,77484,2010,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 EN,,52.35305467,4.90188698,,Apartment,Entire home/apt,6,2,2,3,Real Bed,,160,,,,150,4,30,3,,,52,28/12/2010,22/09/2015,89,9,9,10,10,9,9,,
822614,https://www.airbnb.com/rooms/822614,,,,77484,2010,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 GG,,52.35281266,4.896553574,,Apartment,Entire home/apt,6,2,2,3,Real Bed,,200,,,,150,4,30,3,,,32,4/9/2010,28/09/2015,91,9,9,9,10,10,9,,
2396344,https://www.airbnb.com/rooms/2396344,,,,77484,2010,,1,,,,,,Oud-Oost,Amsterdam,North Holland,1091 DM,,52.36100828,4.916213631,,Apartment,Entire home/apt,6,1.5,2,5,Real Bed,,160,,,,100,4,30,3,,,25,23/11/2010,26/08/2015,89,9,9,10,10,8,8,,
5275545,https://www.airbnb.com/rooms/5275545,,,,77484,2010,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 NP,,52.36129424,4.858443675,,Boat,Entire home/apt,4,1,2,3,Real Bed,,120,,,,100,2,30,3,,,2,15/12/2010,3/8/2015,90,10,9,9,10,10,10,,
857794,https://www.airbnb.com/rooms/857794,,,,77484,2010,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1017 RD,,52.36376239,4.884498735,,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,,120,,,,,2,30,3,,,45,9/8/2010,1/7/2015,92,9,9,10,10,9,9,,
5234498,https://www.airbnb.com/rooms/5234498,,,,77484,2010,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1052 SJ,,52.3722377,4.871811203,,Boat,Entire home/apt,4,1,1,2,Real Bed,,120,,,500,,2,30,3,,,0,1/6/2010,20/09/2015,,,,,,,,,
236632,https://www.airbnb.com/rooms/236632,,,,77484,2010,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 CC,,52.35613973,4.888475752,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,100,,,,,2,20,4,,,39,24/06/2010,4/7/2015,96,10,10,10,10,10,9,,
999908,https://www.airbnb.com/rooms/999908,,,,77484,2010,,1,,,,,,Oud-Oost,Amsterdam,North Holland,1092,,52.35674793,4.924005845,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,75,,,173,35,2,30,5,,,19,7/8/2010,12/7/2015,87,9,9,9,10,9,9,,
2821480,https://www.airbnb.com/rooms/2821480,,,,77484,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1012,,52.3770844,4.895307225,,Apartment,Entire home/apt,4,1,1,4,Real Bed,,140,,,,,2,30,3,,,19,1/2/2010,24/07/2015,96,10,9,10,10,9,9,,
3414536,https://www.airbnb.com/rooms/3414536,,,,77484,2010,,1,,,,,,Westerpark,Amsterdam,North Holland,1052 EJ,,52.37359727,4.873286997,,Boat,Entire home/apt,4,1,1,1,Real Bed,,160,,,,89,2,30,3,,,13,15/04/2010,19/07/2015,94,10,10,10,10,9,9,,
2821284,https://www.airbnb.com/rooms/2821284,,,,77484,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1012,,52.37727689,4.8950297,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,120,,,,,2,30,3,,,24,14/02/2010,20/09/2015,95,10,9,10,10,10,9,,
20818,https://www.airbnb.com/rooms/20818,,,,78857,2010,,N/A,,,,,,Centrum-Oost,Amsterdam,North Holland,1017,,52.36318355,4.89964497,,Apartment,Entire home/apt,3,1,1,2,Real Bed,,80,,,400,80,2,22,2,,,2,16/02/2010,23/07/2015,100,10,10,10,10,10,10,,
4069573,https://www.airbnb.com/rooms/4069573,,,,82145,2010,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079 LM,,52.34530413,4.911874372,,Boat,Entire home/apt,10,2,5,6,Real Bed,,206,,,,,4,50,3,,,1,8/11/2010,7/9/2015,40,6,4,2,8,8,6,,
948808,https://www.airbnb.com/rooms/948808,,,,82145,2010,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 JH,,52.35280372,4.908385671,,Boat,Entire home/apt,6,1,2,3,Real Bed,,140,,,200,40,2,35,3,,,10,2/2/2010,13/08/2015,83,8,8,8,9,8,8,,
4374110,https://www.airbnb.com/rooms/4374110,,,,82145,2010,,1,,,,,,Westerpark,Amsterdam,North Holland,1051AL,,52.38200517,4.8756299,,Boat,Entire home/apt,6,1,2,2,Real Bed,,200,,,500,100,4,35,3,,,2,23/12/2010,23/08/2015,90,9,10,10,9,8,8,,
2436846,https://www.airbnb.com/rooms/2436846,,,,82145,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1016 HG,,52.37121579,4.883911014,,Boat,Entire home/apt,6,2,2,3,Real Bed,,227,,,,,4,35,3,,,18,26/08/2010,17/08/2015,87,9,7,10,10,10,8,,
539036,https://www.airbnb.com/rooms/539036,,,,82145,2010,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1018,,52.36265828,4.909767079,,Boat,Entire home/apt,4,1,2,2,Real Bed,,140,,,175,55,2,35,3,,,37,28/08/2010,2/7/2015,88,9,9,9,9,9,9,,
85941,https://www.airbnb.com/rooms/85941,,,,82145,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1015 DT,,52.37609642,4.884574734,,Boat,Entire home/apt,4,1,1,2,Real Bed,,200,,,150,,2,40,3,,,25,28/08/2010,15/07/2015,95,9,9,9,9,10,9,,
27886,https://www.airbnb.com/rooms/27886,,,,97647,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1013,,52.38672732,4.89207807,,Boat,Entire home/apt,2,1,1,1,Real Bed,,135,,,150,50,2,0,2,,,11,4/10/2010,14/09/2015,100,10,10,10,10,9,10,,
3985308,https://www.airbnb.com/rooms/3985308,,,,98829,2010,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,,52.36695076,4.867029312,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,90,,,,100,1,0,4,,,9,18/03/2010,21/07/2015,100,10,10,10,10,10,10,,
178841,https://www.airbnb.com/rooms/178841,,,,98844,2010,,0.8,,,,,,Westerpark,Amsterdam,North Holland,1052,,52.38262451,4.878955874,,Apartment,Entire home/apt,4,1.5,1,1,Real Bed,,95,,,,100,2,30,3,,,29,17/09/2010,11/8/2015,85,9,8,9,9,9,9,,
4641463,https://www.airbnb.com/rooms/4641463,,,,101455,2010,,0.4,,,,,,Centrum-West,Amsterdam,Noord-Holland,1016 BL,,52.37148578,4.888167944,,Apartment,Entire home/apt,4,1,2,4,Real Bed,,179,,,,100,2,25,2,,,11,2/4/2010,24/07/2015,93,9,10,10,10,10,9,,
25488,https://www.airbnb.com/rooms/25488,,,,106225,2010,,1,,,,,,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1095,,52.36500978,4.943572387,,Apartment,Entire home/apt,6,1,3,3,Real Bed,,120,,,,95,4,25,4,,,69,3/4/2010,11/9/2015,91,9,9,9,9,8,9,,
253792,https://www.airbnb.com/rooms/253792,,,,106225,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1012,,52.37408073,4.897792586,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,230,,,,50,2,20,3,,,15,14/08/2010,18/09/2015,98,10,10,10,10,10,9,,
25489,https://www.airbnb.com/rooms/25489,,,,106241,2010,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1011,,52.37531439,4.903689027,,Apartment,Entire home/apt,4,1,2,2,Real Bed,,195,,,,,2,35,2,,,25,27/10/2010,20/08/2015,94,9,10,10,10,10,9,,
343195,https://www.airbnb.com/rooms/343195,,,,119217,2010,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1017,,52.36436233,4.897554031,,House,Private room,2,1,1,1,Real Bed,,100,,,200,,2,0,2,,,38,20/12/2010,16/07/2015,88,9,7,9,10,10,9,,
78033,https://www.airbnb.com/rooms/78033,,,,119217,2010,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1017,,52.36498595,4.898400166,,House,Private room,2,1,1,1,Futon,,55,,,100,75,2,0,2,,,121,11/11/2010,12/7/2015,88,9,8,10,9,10,9,,
28658,https://www.airbnb.com/rooms/28658,,,,123414,2010,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1056,,52.37441423,4.857962927,,Apartment,Private room,2,1,1,3,Real Bed,,60,,,200,100,2,30,2,,,218,8/11/2010,28/08/2015,93,9,10,10,9,9,9,,
2405985,https://www.airbnb.com/rooms/2405985,,,,123414,2010,,1,,,,,,Bos en Lommer,Amsterdam,North Holland,1056 GC,,52.37529835,4.857196176,,Apartment,Private room,2,1,1,1,Real Bed,,60,,,,150,1,0,2,,,39,12/3/2010,1/7/2015,89,10,9,10,10,9,9,,
28871,https://www.airbnb.com/rooms/28871,,,,124245,2010,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1017,,52.36610077,4.889528484,,House,Private room,2,,1,1,Real Bed,,75,,,100,10,1,15,2,,,3,9/10/2010,21/08/2015,100,10,10,10,10,10,9,,
29051,https://www.airbnb.com/rooms/29051,,,,124245,2010,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1017,,52.36607213,4.89099938,,House,Private room,1,,1,1,Real Bed,,55,,,"1,000.00",75,1,10,2,,,95,24/07/2010,20/08/2015,94,9,10,10,10,10,9,,
83498,https://www.airbnb.com/rooms/83498,,,,124245,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1017,,52.36722763,4.891235318,,Bed & Breakfast,Private room,1,1,1,1,Real Bed,,45,,,,,1,0,2,,,85,16/12/2010,24/07/2015,93,10,9,10,10,10,9,,
270777,https://www.airbnb.com/rooms/270777,,,,124912,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1016,,52.3678093,4.877908369,,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,,120,,,200,100,1,0,3,,,74,20/05/2010,9/9/2015,93,9,9,9,9,10,9,,
29217,https://www.airbnb.com/rooms/29217,,,,125667,2010,,1,,,,,,Zuid,Amsterdam,North Holland,1072 AW,,52.34975311,4.884765072,,Boat,Entire home/apt,4,2,2,2,Real Bed,,180,,,500,,2,0,1,,,139,12/1/2010,25/07/2015,87,8,8,9,9,9,8,,
4052965,https://www.airbnb.com/rooms/4052965,,,,125667,2010,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 AW,,52.34982879,4.887147116,,Boat,Entire home/apt,2,1,0,1,Real Bed,,100,,,,,1,0,3,,,31,5/7/2010,26/07/2015,90,9,9,9,9,9,8,,
1018703,https://www.airbnb.com/rooms/1018703,,,,125667,2010,,1,,,,,,Zuid,Amsterdam,North Holland,1072 AW,,52.3504502,4.8861133,,Boat,Entire home/apt,2,1,0,1,Real Bed,,100,,,200,45,2,45,3,,,46,1/7/2010,10/8/2015,92,9,9,9,9,9,9,,
1088859,https://www.airbnb.com/rooms/1088859,,,,126790,2010,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,,52.36793778,4.876497045,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,100,,,100,40,1,0,2,,,18,17/06/2010,14/09/2015,99,10,9,10,10,10,9,,
29554,https://www.airbnb.com/rooms/29554,,,,127233,2010,,0.9,,,,,,Centrum-West,Amsterdam,NH,1013,,52.38050992,4.894188598,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,130,,,,40,1,0,4,,,63,2/11/2010,23/08/2015,96,10,9,10,10,10,9,,
4120357,https://www.airbnb.com/rooms/4120357,,,,127233,2010,,0.9,,,,,,Centrum-West,Amsterdam,North Holland,1013,,52.3805797,4.892336621,,Apartment,Entire home/apt,2,1,1,2,Real Bed,,110,,,,20,2,40,3,,,10,18/05/2010,3/9/2015,93,10,10,9,10,10,9,,
1030014,https://www.airbnb.com/rooms/1030014,,,,62341,2009,,1,,,,,,Centrum-West,Amsterdam,North Holland,1015 GN,,52.38189925,4.882599016,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,69,,,,50,1,0,3,,,13,25/12/2009,17/07/2015,90,9,8,10,10,10,9,,
5734245,https://www.airbnb.com/rooms/5734245,,,,127938,2010,,0.69,,,,,,Watergraafsmeer,Amsterdam,NH,1091TL,,52.34808093,4.913960886,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,70,,,150,75,1,0,1,,,0,2/4/2010,28/09/2015,,,,,,,,,
30431,https://www.airbnb.com/rooms/30431,,,,131462,2010,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1018,,52.36325836,4.908473002,,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,,120,,,,60,1,0,3,,,5,27/09/2010,24/09/2015,95,10,10,10,10,10,9,,
4549116,https://www.airbnb.com/rooms/4549116,,,,133328,2010,,0.96,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1056 DC,,52.3706463,4.848612899,,Apartment,Private room,1,1,1,1,Real Bed,,40,,,,,1,0,2,,,11,9/9/2010,28/07/2015,96,10,10,10,10,9,9,,
3186920,https://www.airbnb.com/rooms/3186920,,,,133347,2010,,0.76,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,,52.36750276,4.875253281,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,95,,,500,75,2,15,2,,,13,27/10/2010,1/7/2015,100,10,10,10,10,10,10,,
31080,https://www.airbnb.com/rooms/31080,,,,133488,2010,,0.89,,,,,,Zuid,Amsterdam,North Holland,1059,,52.35132054,4.848382899,,Apartment,Entire home/apt,4,1,3,3,Real Bed,,180,,,,,4,30,4,,,13,23/11/2010,3/8/2015,97,10,10,10,10,9,10,,
1819449,https://www.airbnb.com/rooms/1819449,,,,133785,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1016 SP,,52.36998657,4.879435888,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,100,,,500,300,0,0,3,,,1,10/8/2010,24/07/2015,97,10,10,10,10,10,8,,
1362929,https://www.airbnb.com/rooms/1362929,,,,140224,2010,,0.61,,,,,,Centrum-West,Amsterdam,North Holland,1013,,52.3804423,4.896870326,,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,,200,,,250,65,4,35,2,,,9,17/02/2010,12/8/2015,88,9,8,9,9,8,8,,
34357,https://www.airbnb.com/rooms/34357,,,,148238,2010,,0.9,,,,,,Westerpark,Amsterdam,North Holland,1013 WJ,,52.39309367,4.872934521,,Apartment,Entire home/apt,4,1.5,3,2,Real Bed,,129,,,150,,2,10,4,,,7,23/04/2010,28/09/2015,100,10,10,10,10,9,10,,
1395250,https://www.airbnb.com/rooms/1395250,,,,148390,2010,,N/A,,,,,,Centrum-West,Amsterdam,North Holland,1015,,52.37732083,4.883227809,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,80,,,,,1,0,4,,,5,27/04/2010,22/09/2015,92,9,10,10,10,10,9,,
1039519,https://www.airbnb.com/rooms/1039519,,,,160130,2010,,1,,,,,,Centrum-West,Amsterdam,North Holland,1013,,52.37983516,4.892287983,,Apartment,Entire home/apt,4,1,1,3,Real Bed,,150,,,,100,2,40,2,,,9,27/03/2010,6/9/2015,98,10,10,10,10,10,10,,
